,Rank,isIP,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,Domain_http,LongURL,TinyURL,Label
2435,0,0,1,0,0,0,0,0,0,0,0,0
2436,1,0,0,1,0,0,0,0,0,1,0,1
2437,1,0,0,1,0,0,0,0,0,0,0,1
2438,1,0,0,1,0,0,0,1,0,1,0,1
2439,1,0,0,1,0,0,0,0,0,0,0,0
2440,1,0,0,1,0,0,0,1,0,1,0,1
2441,1,0,0,1,0,0,1,1,0,1,0,1
2442,1,0,0,1,0,0,0,1,0,0,0,0
2443,1,0,1,0,0,0,0,0,0,0,0,0
2444,0,0,1,0,0,0,0,0,0,0,0,1
2445,0,0,1,0,0,0,0,0,0,0,0,0
2446,1,0,1,0,0,0,0,1,0,1,0,1
2447,1,0,0,1,0,0,0,1,0,0,0,1
2448,0,0,1,0,0,0,0,0,0,0,0,0
2449,0,0,1,0,0,0,0,1,0,0,0,0
2450,1,0,1,0,0,0,0,0,0,1,0,1
2451,1,0,1,0,0,0,1,1,0,0,0,0
2452,1,0,1,0,0,0,0,0,0,1,0,1
2453,0,0,1,0,0,0,0,1,0,0,0,0
2454,0,0,1,0,0,0,0,1,0,0,0,0
2455,1,0,1,0,0,0,0,0,0,0,0,1
2456,1,0,1,0,0,0,0,1,0,1,0,1
2457,1,0,0,1,0,0,0,1,0,0,0,0
2458,0,0,1,0,0,0,0,0,0,0,0,0
2459,0,0,1,0,0,0,0,1,0,1,0,0
2460,0,0,0,1,0,0,1,0,0,0,0,0
2461,0,0,0,1,0,0,0,1,0,0,0,1
2462,1,0,1,0,0,0,1,1,0,0,0,1
2463,1,0,0,1,0,0,0,1,0,0,0,1
2464,0,0,1,0,0,0,0,1,0,0,0,0
2465,0,0,1,0,0,0,1,1,0,1,0,1
2466,1,0,0,1,0,0,1,1,0,1,0,1
2467,0,0,1,0,0,0,1,0,0,0,1,1
2468,0,0,0,1,0,0,0,1,0,0,0,0
2469,1,0,0,1,0,0,1,1,0,1,0,1
2470,0,0,1,0,0,0,0,1,0,0,0,0
2471,1,0,0,1,0,0,0,1,0,0,0,0
2472,1,0,0,1,1,0,0,1,0,1,0,1
2473,1,0,1,0,0,0,0,1,0,1,0,1
2474,1,0,0,1,0,0,0,0,0,1,0,1
2475,1,0,1,0,0,0,0,1,0,1,0,1
2476,1,0,0,1,0,0,1,0,0,1,0,0
2477,1,0,0,1,0,0,0,0,0,1,0,1
2478,1,0,0,1,0,0,1,0,0,1,0,1
2479,0,0,0,1,0,0,0,1,0,0,0,0
2480,1,0,1,0,0,0,0,0,0,1,0,1
2481,1,0,1,0,0,0,0,1,0,0,1,0
2482,0,0,0,1,0,0,0,1,0,0,0,0
2483,1,0,0,1,0,0,1,1,0,0,1,1
2484,1,0,1,0,0,0,0,1,0,1,0,1
2485,1,0,0,1,0,0,1,1,0,1,0,1
2486,0,0,0,1,0,0,0,1,0,0,0,0
2487,1,0,1,0,0,0,0,0,0,1,0,1
2488,1,0,0,1,0,0,0,0,0,1,0,1
2489,1,0,1,0,0,0,0,1,0,1,0,1
2490,1,0,1,0,0,0,0,1,0,0,0,0
2491,0,0,0,1,0,0,0,0,0,0,0,0
2492,1,0,0,1,0,0,0,1,0,1,0,1
2493,1,0,0,1,0,0,0,1,0,1,0,1
2494,1,0,1,0,0,0,0,1,0,0,0,1
2495,0,0,0,1,0,0,0,1,0,0,0,0
2496,1,0,1,0,0,0,0,0,0,0,0,0
2497,0,0,1,0,0,0,0,1,0,0,0,0
2498,0,0,1,0,0,0,0,1,0,0,0,0
2499,1,0,1,0,0,0,0,0,0,0,0,0
2500,1,0,1,0,0,0,0,0,0,0,0,0
2501,1,0,0,1,0,0,0,1,0,1,0,1
2502,0,0,1,0,0,0,0,0,0,0,0,0
2503,0,0,0,1,0,0,0,0,0,0,0,0
2504,0,0,1,0,0,0,0,0,0,0,0,0
2505,1,0,1,0,0,0,0,1,0,1,0,1
2506,0,0,1,0,0,0,0,0,0,0,0,0
2507,1,0,0,1,0,0,0,1,0,0,0,1
2508,1,0,0,1,0,0,0,0,0,0,0,0
2509,0,0,1,0,0,0,0,0,0,0,0,0
2510,1,0,1,0,0,0,0,1,0,1,0,1
2511,1,0,1,0,0,0,0,0,0,0,0,0
2512,1,0,0,1,0,0,0,1,0,0,0,1
2513,1,0,0,1,0,0,1,0,0,1,0,1
2514,1,0,0,1,0,0,0,0,0,0,0,0
2515,1,0,0,1,0,0,0,1,0,0,0,1
2516,1,0,0,1,0,0,0,0,0,1,0,1
2517,1,0,1,0,0,0,0,0,0,1,0,1
2518,1,0,0,1,0,0,0,1,0,0,0,0
2519,1,0,0,1,0,0,1,1,0,1,0,1
2520,1,0,1,0,0,0,0,1,0,0,0,0
2521,1,0,1,0,0,0,0,0,0,0,0,1
2522,1,0,0,1,0,0,0,1,0,1,0,1
2523,1,0,1,0,0,0,0,0,0,0,0,1
2524,0,0,1,0,0,0,0,1,0,0,0,0
2525,1,0,1,0,0,0,0,1,0,1,0,1
2526,1,0,1,0,0,0,0,0,0,0,1,0
2527,1,0,0,1,0,0,1,1,0,1,0,1
2528,0,0,0,1,0,0,0,1,0,1,0,1
2529,0,0,0,1,0,0,0,1,0,1,0,0
2530,1,0,0,1,0,0,1,0,0,1,0,1
2531,1,0,1,0,0,0,0,0,0,0,0,0
2532,0,0,0,1,0,0,0,1,0,0,0,0
2533,1,0,0,1,0,0,1,1,0,1,0,1
2534,1,0,0,1,0,0,0,1,0,1,0,1
2535,1,0,0,1,0,0,0,1,0,0,0,0
2536,0,0,1,0,0,0,0,0,0,0,0,1
2537,0,0,1,0,0,0,0,1,0,0,0,0
2538,1,0,1,0,0,0,0,0,0,1,0,1
2539,1,0,1,0,0,0,0,1,0,0,0,0
2540,0,0,1,0,0,0,0,0,0,0,0,0
2541,0,0,1,0,0,0,0,1,0,0,1,0
2542,1,0,0,1,0,0,0,1,0,1,0,1
2543,1,0,0,1,0,0,0,1,0,0,0,1
2544,1,0,1,0,0,0,1,1,0,1,0,1
2545,0,0,0,1,0,0,1,0,0,0,0,0
2546,0,0,1,0,0,0,0,0,0,0,0,1
2547,1,0,1,0,0,0,0,0,0,0,0,1
2548,0,0,0,1,0,0,0,1,0,0,0,0
2549,0,0,1,0,0,0,0,1,0,0,0,0
2550,1,0,1,0,0,0,0,1,0,1,0,1
2551,1,0,1,0,0,0,0,1,0,0,0,0
2552,1,0,0,1,0,0,0,1,0,0,0,0
2553,1,0,1,0,0,0,0,1,0,0,0,0
2554,0,0,0,1,0,0,0,1,0,0,0,0
2555,1,0,1,0,0,0,0,0,0,1,0,1
2556,1,0,1,0,0,0,1,0,0,1,0,1
2557,0,0,0,1,0,0,0,0,0,0,0,0
2558,1,0,1,0,0,0,0,0,0,0,0,0
2559,1,0,1,0,0,0,0,0,0,0,1,0
2560,0,0,0,1,0,0,0,1,0,0,0,0
2561,1,0,0,1,0,0,0,0,0,0,0,0
2562,1,0,1,0,0,0,0,1,0,0,0,0
2563,1,0,0,1,0,0,0,1,0,1,0,1
2564,1,0,1,0,0,0,0,0,0,0,0,0
2565,1,0,1,0,0,0,0,0,0,0,0,0
2566,1,0,0,1,1,0,0,1,0,1,0,1
2567,0,0,1,0,0,0,0,1,0,0,0,0
2568,0,0,1,0,0,0,0,0,0,0,0,0
2569,1,0,1,0,0,0,0,0,0,0,0,0
2570,1,0,0,1,0,0,1,1,0,1,0,1
2571,1,0,1,0,0,0,0,1,0,1,0,1
2572,0,0,1,0,0,0,0,0,0,0,0,1
2573,0,0,1,0,0,0,0,1,0,0,0,0
2574,0,0,1,0,0,0,0,1,0,0,1,0
2575,0,0,1,0,0,0,0,0,0,0,0,0
2576,1,0,1,0,0,0,1,1,0,0,0,1
2577,0,0,1,0,0,0,0,0,0,0,0,0
2578,1,0,0,1,0,0,1,0,0,0,0,1
2579,0,0,1,0,0,0,0,0,0,1,0,0
2580,1,0,0,1,0,0,0,0,0,1,0,1
2581,0,0,0,1,0,0,0,0,0,0,0,1
2582,1,0,0,1,0,0,0,1,0,1,0,1
2583,1,0,1,0,0,0,0,1,0,1,0,1
2584,0,0,1,0,0,0,0,0,0,0,0,0
2585,1,0,0,1,0,0,1,1,0,0,0,1
2586,1,0,1,0,0,0,0,1,0,1,0,1
2587,0,0,1,0,0,0,0,0,0,0,0,0
2588,1,0,1,0,0,0,0,1,0,0,0,0
2589,1,0,1,0,0,0,0,0,0,0,0,0
2590,1,0,1,0,0,0,0,1,0,1,0,1
2591,1,0,1,0,0,0,0,1,0,1,0,1
2592,1,0,1,0,0,0,0,1,0,1,0,1
2593,1,0,1,0,0,0,0,0,0,0,0,1
2594,1,0,1,0,0,0,1,1,0,0,0,1
2595,1,0,1,0,0,0,0,1,0,0,0,1
2596,1,0,0,1,0,0,0,1,0,1,0,1
2597,1,0,1,0,0,0,0,0,0,0,0,1
2598,1,0,0,1,0,0,1,0,0,0,0,0
2599,1,0,1,0,0,0,0,0,0,0,0,1
2600,1,0,1,0,0,0,0,0,0,0,0,0
2601,1,0,1,0,0,0,0,0,0,0,0,0
2602,0,0,1,0,0,0,0,0,0,0,0,1
2603,0,0,0,1,0,0,0,1,0,0,0,0
2604,0,0,1,0,0,0,0,0,0,0,0,0
2605,0,0,1,0,0,0,0,1,0,1,0,0
2606,0,0,0,1,0,0,0,0,0,0,0,1
2607,0,0,1,0,0,0,0,0,0,1,0,1
2608,1,0,1,0,0,0,1,0,0,0,1,0
2609,0,0,1,0,0,0,0,0,0,0,0,0
2610,1,0,0,1,0,0,0,0,0,0,0,0
2611,1,0,1,0,0,0,0,1,0,0,0,0
2612,1,0,0,1,0,0,0,0,0,1,0,1
2613,1,0,1,0,0,0,1,0,0,1,0,1
2614,1,0,1,0,0,0,0,1,0,1,0,1
2615,0,0,1,0,0,0,0,1,0,0,0,0
2616,0,0,1,0,0,0,0,1,0,0,0,0
2617,0,0,0,1,0,0,0,0,0,0,0,0
2618,1,0,1,0,0,0,1,0,0,1,0,1
2619,1,0,1,0,0,0,0,1,0,0,0,0
2620,1,0,1,0,0,0,0,1,0,0,0,0
2621,1,0,1,0,0,0,0,1,0,1,0,1
2622,0,0,1,0,0,0,1,1,0,1,0,1
2623,1,0,1,0,0,0,0,0,0,1,0,0
2624,0,0,1,0,0,0,0,1,0,0,0,0
2625,1,0,1,0,0,0,0,1,0,1,0,1
2626,0,0,1,0,0,0,1,1,0,1,0,1
2627,0,0,0,1,0,0,1,1,0,0,0,0
2628,1,0,1,0,0,0,0,1,0,0,0,0
2629,1,0,0,1,0,0,0,0,0,0,0,1
2630,1,0,0,1,0,0,1,1,0,1,0,1
2631,1,0,0,1,0,0,0,1,0,1,0,1
2632,1,0,1,0,0,0,0,1,0,1,0,1
2633,1,0,1,0,0,0,0,1,0,0,0,0
2634,0,0,1,0,0,0,1,0,0,0,1,1
2635,0,0,1,0,0,0,0,1,0,1,0,0
2636,1,0,0,1,0,0,0,1,0,1,0,1
2637,0,0,1,0,0,0,0,0,0,0,0,0
2638,1,0,1,0,0,0,0,1,0,0,0,0
2639,1,0,1,0,0,0,0,0,0,0,0,0
2640,1,0,1,0,0,0,0,1,0,1,0,1
2641,0,0,1,0,0,0,0,0,0,0,0,0
2642,0,0,0,1,0,0,0,1,0,0,1,1
2643,0,0,1,0,0,0,0,1,0,1,0,1
2644,0,0,1,0,0,0,0,1,0,0,0,0
2645,0,0,1,0,0,0,0,1,0,0,0,0
2646,1,0,0,1,0,0,1,1,0,1,0,1
2647,0,0,0,1,0,0,1,1,0,0,0,0
2648,1,0,0,1,0,0,0,1,0,1,0,1
2649,0,0,1,0,0,0,0,0,0,0,0,0
2650,1,0,0,1,0,0,0,0,0,1,0,1
2651,1,0,0,1,0,0,1,0,0,0,0,0
2652,0,0,1,0,0,0,0,1,0,0,0,0
2653,1,0,1,0,0,0,0,0,0,0,1,0
2654,1,0,1,0,0,0,0,0,0,0,0,0
2655,0,0,1,0,0,0,0,0,0,0,0,1
2656,1,0,0,1,0,0,0,0,0,0,0,0
2657,1,0,0,1,0,0,0,0,0,0,0,1
2658,1,0,1,0,0,0,0,1,0,0,0,0
2659,1,0,0,1,0,0,0,1,0,0,0,1
2660,1,0,1,0,0,0,0,0,0,1,0,1
2661,1,0,1,0,0,0,1,1,0,1,1,1
2662,0,0,0,1,0,0,0,1,0,0,0,0
2663,1,0,1,0,0,0,0,0,0,1,0,1
2664,0,0,0,1,0,0,1,0,0,0,0,0
2665,1,0,1,0,0,0,0,1,0,1,1,1
2666,0,0,0,1,0,0,0,1,0,0,0,1
2667,1,0,0,1,0,0,0,0,0,0,0,0
2668,0,0,1,0,0,0,1,1,0,1,0,1
2669,1,0,1,0,0,0,1,0,0,0,0,0
2670,1,0,1,0,0,0,0,0,0,0,0,1
2671,1,0,1,0,0,0,0,0,0,1,0,1
2672,1,0,0,1,0,0,0,0,0,1,0,1
2673,1,0,0,1,0,0,0,0,0,0,0,1
2674,1,0,1,0,0,0,0,0,0,0,0,0
2675,0,0,1,0,0,0,0,0,0,0,0,0
2676,0,0,1,0,0,0,0,1,0,0,0,0
2677,1,0,0,1,0,0,1,1,0,0,0,0
2678,1,0,0,1,0,0,0,0,0,0,0,1
2679,0,0,1,0,0,0,0,0,0,0,0,0
2680,1,0,0,1,0,0,0,0,0,0,0,1
2681,1,0,0,1,0,0,0,0,0,0,0,1
2682,1,0,0,1,0,0,1,1,0,1,0,1
2683,1,0,0,1,0,0,0,1,0,0,1,0
2684,1,0,1,0,0,0,0,1,0,0,0,1
2685,1,0,1,0,0,0,0,1,0,0,0,0
2686,1,0,1,0,0,0,1,0,0,0,0,1
2687,1,0,1,0,0,0,0,1,0,1,0,1
2688,1,0,1,0,0,0,0,0,0,0,0,0
2689,0,0,1,0,0,0,0,1,0,0,0,0
2690,1,0,1,0,0,0,0,1,0,1,0,1
2691,1,0,1,0,0,0,0,0,0,1,0,0
2692,1,0,1,0,0,0,0,0,0,0,0,0
2693,0,0,1,0,0,0,0,0,0,0,0,0
2694,0,0,1,0,0,0,0,0,0,0,0,0
2695,1,0,1,0,0,0,0,1,0,0,0,1
2696,1,0,1,0,0,0,0,0,0,0,0,1
2697,1,0,0,1,0,0,0,0,0,1,0,1
2698,0,0,0,1,0,0,0,1,0,1,0,0
2699,0,0,0,1,0,0,1,1,0,0,0,0
2700,1,0,0,1,0,0,1,1,0,1,0,1
2701,1,0,1,0,0,0,0,1,0,1,0,1
2702,1,0,1,0,0,0,0,1,0,1,0,1
2703,0,0,1,0,0,0,0,0,0,0,0,0
2704,1,0,1,0,0,0,0,1,0,1,0,1
2705,1,0,1,0,0,0,0,1,0,0,0,0
2706,1,0,0,1,0,0,0,1,0,0,0,1
2707,1,0,0,1,0,0,0,1,0,0,0,1
2708,0,0,1,0,0,0,0,1,0,0,0,0
2709,1,0,1,0,0,0,0,1,0,0,1,1
2710,0,0,0,1,0,0,0,0,0,0,0,0
2711,1,0,1,0,0,0,0,1,0,1,0,1
2712,1,0,1,0,0,0,0,1,0,1,0,1
2713,0,0,1,0,0,0,0,1,0,0,0,0
2714,0,0,1,0,0,0,0,0,0,0,0,0
2715,1,0,1,0,0,0,0,0,0,0,0,0
2716,0,0,1,0,0,0,0,0,0,0,0,0
2717,1,0,0,1,0,0,0,0,0,1,0,1
2718,0,0,1,0,0,0,0,0,0,0,0,0
2719,1,0,1,0,0,0,0,0,0,1,0,1
2720,1,0,0,1,0,0,0,0,0,0,0,1
2721,1,0,0,1,0,0,0,1,0,1,0,1
2722,1,0,1,0,0,0,0,1,0,0,0,0
2723,0,0,1,0,0,0,0,0,0,0,0,1
2724,1,0,0,1,0,0,0,0,0,1,0,1
2725,1,0,0,1,0,0,0,0,0,0,0,0
2726,0,0,1,0,0,0,1,1,0,1,0,1
2727,1,0,1,0,0,0,0,1,0,1,0,0
2728,0,0,1,0,0,0,0,0,0,0,0,1
2729,1,0,0,1,0,0,0,0,0,0,0,1
2730,1,0,1,0,0,0,0,0,0,0,0,0
2731,0,0,1,0,0,0,0,0,0,0,0,0
2732,1,0,0,1,0,0,0,0,0,1,0,1
2733,0,0,0,1,0,0,0,1,0,0,0,0
2734,1,0,0,1,0,0,0,1,0,1,0,1
2735,1,0,0,1,0,0,0,0,0,0,0,0
2736,0,0,1,0,0,0,0,1,0,0,0,0
2737,0,0,1,0,0,0,0,0,0,0,0,0
2738,0,0,1,0,0,0,0,0,0,0,0,1
2739,0,0,1,0,0,0,0,0,0,0,0,0
2740,1,0,0,1,0,0,0,0,0,1,0,1
2741,0,0,1,0,0,0,0,1,0,0,0,0
2742,0,0,1,0,0,0,0,0,0,0,0,0
2743,1,0,1,0,0,0,0,1,0,1,0,1
2744,0,0,1,0,0,0,0,1,0,0,0,0
2745,0,0,1,0,0,0,0,1,0,0,0,0
2746,1,0,1,0,0,0,0,1,0,1,0,1
2747,1,0,1,0,0,0,0,1,0,0,0,1
2748,0,0,1,0,0,0,0,1,0,0,0,0
2749,1,0,0,1,0,0,0,1,0,1,0,1
2750,1,0,1,0,0,0,0,0,0,0,0,0
2751,0,0,1,0,0,0,0,0,0,0,0,0
2752,1,0,1,0,0,0,0,1,0,1,1,1
2753,1,0,1,0,0,0,0,1,0,1,0,1
2754,0,0,1,0,0,0,0,0,0,0,1,1
2755,0,0,0,1,0,0,0,0,0,0,0,0
2756,1,0,1,0,0,0,0,0,0,0,0,0
2757,0,0,1,0,0,0,0,0,0,0,0,0
2758,1,0,0,1,0,0,0,0,0,1,0,1
2759,0,0,1,0,0,0,0,0,0,0,0,0
2760,1,0,1,0,0,0,0,1,0,0,0,0
2761,1,0,1,0,0,0,0,0,0,0,0,0
2762,1,0,0,1,0,0,0,1,0,1,0,1
2763,1,0,0,1,0,0,1,0,0,0,0,1
2764,1,0,1,0,0,0,0,0,0,0,0,1
2765,1,0,0,1,0,0,0,1,0,0,0,1
2766,1,0,1,0,0,0,0,0,0,1,1,1
2767,1,0,1,0,0,0,0,0,0,0,0,0
2768,1,0,0,1,0,0,0,1,0,0,0,0
2769,0,0,0,1,0,0,0,0,0,1,0,0
2770,1,0,1,0,0,0,0,1,0,0,0,0
2771,0,0,1,0,0,0,0,1,0,1,0,0
2772,1,0,1,0,0,0,0,0,0,1,0,1
2773,1,0,1,0,0,0,0,1,0,1,0,1
2774,0,0,1,0,0,0,0,0,0,0,1,1
2775,0,0,1,0,0,0,0,0,0,0,0,0
2776,1,0,1,0,0,0,0,0,0,0,0,0
2777,1,0,0,1,0,0,0,1,0,1,0,1
2778,1,0,0,1,0,0,1,1,0,1,0,1
2779,1,0,0,1,0,0,0,0,0,1,0,1
2780,0,0,1,0,0,0,0,1,0,1,0,1
2781,0,0,0,1,0,0,0,1,0,0,0,0
2782,1,0,1,0,0,0,0,1,0,1,0,1
2783,1,0,1,0,0,0,0,1,0,1,1,1
2784,1,0,0,1,0,0,0,0,0,1,0,1
2785,0,0,1,0,0,0,0,0,0,0,1,0
2786,0,0,1,0,0,0,0,0,0,0,0,0
2787,1,0,1,0,0,0,0,1,0,1,0,1
2788,0,0,1,0,0,0,0,1,0,0,0,0
2789,1,0,1,0,0,0,0,1,0,0,0,0
2790,1,0,0,1,0,0,1,1,0,1,0,1
2791,1,0,1,0,0,0,1,0,0,1,0,1
2792,1,0,1,0,0,0,0,1,0,0,0,1
2793,1,0,0,1,0,0,0,1,0,0,0,0
2794,1,0,1,0,0,0,0,1,0,1,0,1
2795,1,0,1,0,0,0,0,0,0,0,0,0
2796,1,0,0,1,0,0,1,1,0,1,0,1
2797,1,0,1,0,0,0,0,0,0,0,0,0
2798,1,0,0,1,0,0,0,1,0,1,0,1
2799,0,0,1,0,0,0,0,1,0,0,1,0
2800,1,0,1,0,0,0,0,1,0,0,0,1
2801,1,0,0,1,0,0,0,1,0,0,0,0
2802,1,0,1,0,0,0,0,1,0,0,0,0
2803,0,0,1,0,0,0,1,1,0,1,0,1
2804,1,0,1,0,0,0,0,0,0,0,0,0
2805,1,0,0,1,0,0,0,0,0,0,0,1
2806,1,0,1,0,0,0,0,0,0,0,0,1
2807,1,0,1,0,0,0,1,1,0,1,0,1
2808,1,0,1,0,0,0,0,1,0,1,1,1
2809,1,0,0,1,0,0,0,1,0,0,0,1
2810,1,0,1,0,0,0,0,0,0,0,0,1
2811,1,0,0,1,0,0,0,1,0,0,0,1
2812,1,0,1,0,0,0,0,1,0,0,0,0
2813,0,0,1,0,0,0,0,1,0,0,0,0
2814,1,0,1,0,0,0,1,1,0,1,0,1
2815,0,0,0,1,0,0,0,1,0,0,0,0
2816,0,0,1,0,0,0,0,1,0,0,0,0
2817,1,0,0,1,0,0,1,0,0,0,0,1
2818,1,0,1,0,0,0,0,0,0,0,0,0
2819,1,0,0,1,0,0,0,0,0,0,0,0
2820,1,0,0,1,0,0,0,1,0,1,1,1
2821,1,0,0,1,0,0,1,1,0,1,1,1
2822,1,0,1,1,0,0,0,1,0,0,1,1
2823,1,0,1,0,0,0,0,0,0,0,0,0
2824,1,0,1,0,0,0,1,0,0,0,0,1
2825,1,0,0,1,0,0,0,1,0,1,0,1
2826,1,0,1,0,0,0,0,0,0,0,0,0
2827,0,0,0,1,0,0,0,0,0,0,0,0
2828,1,0,1,0,0,0,1,1,0,1,1,1
2829,1,0,1,0,0,0,0,1,0,1,0,1
2830,1,0,1,0,0,0,0,1,0,1,0,1
2831,0,0,1,0,0,0,0,1,0,0,1,0
2832,1,0,0,1,0,0,0,0,0,1,0,1
2833,1,0,0,1,0,0,1,1,0,1,0,1
2834,0,0,1,0,0,0,0,1,0,0,0,0
2835,0,0,1,0,0,0,0,1,0,0,0,0
2836,1,0,1,0,0,0,0,0,0,0,0,0
2837,1,0,1,0,0,0,0,1,0,0,0,1
2838,0,0,1,0,0,0,1,1,0,1,0,1
2839,0,0,1,0,0,0,0,0,0,0,0,0
2840,1,0,0,1,0,0,1,1,0,1,0,1
2841,1,0,1,0,0,0,0,0,0,0,0,0
2842,1,0,1,0,0,0,0,1,0,0,0,1
2843,0,0,1,0,0,0,0,0,0,1,0,1
2844,1,0,0,1,0,0,0,1,0,0,0,1
2845,0,0,1,0,0,0,0,0,0,0,1,1
2846,1,0,0,1,0,0,1,1,0,1,0,1
2847,0,0,1,0,0,0,0,0,0,0,0,1
2848,0,0,1,0,0,0,0,1,0,0,0,0
2849,1,0,1,0,0,0,0,0,0,0,0,0
2850,0,0,1,0,0,0,0,1,0,0,0,0
2851,1,0,1,0,0,0,0,1,0,0,1,0
2852,0,0,1,0,0,0,0,0,0,0,0,0
2853,1,0,1,0,0,0,0,0,0,0,0,0
2854,0,0,1,0,0,0,0,0,0,0,0,0
2855,1,0,0,1,0,0,0,1,0,1,0,1
2856,1,0,1,0,0,1,0,0,0,1,0,1
2857,1,0,1,0,0,0,1,1,0,1,0,1
2858,0,0,1,0,0,0,1,1,0,1,0,1
2859,1,0,1,0,0,0,0,1,0,1,0,1
2860,1,0,0,1,0,0,0,0,0,0,0,0
2861,0,0,1,0,0,0,0,0,0,0,0,0
2862,1,0,0,1,0,0,0,1,0,1,0,1
2863,1,0,0,1,0,0,0,1,0,0,0,1
2864,0,0,1,0,0,0,0,1,0,0,0,0
2865,1,0,1,0,0,0,0,1,0,0,0,0
2866,0,0,1,0,0,0,0,1,0,0,0,0
2867,1,0,1,0,0,0,0,0,0,0,0,0
2868,1,0,1,0,0,0,0,0,0,0,0,0
2869,1,0,1,0,0,0,0,1,0,0,0,0
2870,1,0,1,0,0,0,0,1,0,1,0,1
2871,0,0,0,1,0,0,0,1,0,0,0,0
2872,1,0,1,0,0,0,0,0,0,0,0,0
2873,1,0,0,1,0,0,0,0,0,0,0,1
2874,1,0,0,1,0,0,0,1,0,1,0,1
2875,1,0,0,1,0,0,1,1,0,1,0,1
2876,1,0,0,1,0,0,0,1,0,1,0,1
2877,0,0,1,0,0,0,0,0,0,0,0,0
2878,1,0,1,0,0,0,0,1,0,1,0,1
2879,1,0,0,1,0,0,1,1,0,1,0,1
2880,1,0,0,1,0,0,1,1,0,0,0,1
2881,1,0,1,0,0,0,0,0,0,0,0,0
2882,1,0,0,1,0,0,1,1,0,1,0,1
2883,0,0,1,0,0,0,0,1,0,0,0,0
2884,1,0,0,1,0,0,1,1,0,1,0,1
2885,0,0,0,1,0,0,0,0,0,0,0,0
2886,1,0,1,0,0,0,0,1,0,1,0,1
2887,1,0,0,1,0,0,0,1,0,1,0,1
2888,1,0,1,0,0,0,0,0,0,1,1,1
2889,1,0,1,0,0,0,0,1,0,1,0,1
2890,1,0,0,1,0,0,0,1,0,0,0,0
2891,1,0,0,1,0,0,0,1,0,1,0,1
2892,0,0,0,1,0,0,0,0,0,0,0,0
2893,0,0,1,0,0,0,0,0,0,0,0,0
2894,1,0,0,1,0,0,1,0,0,0,0,0
2895,1,0,1,0,0,0,1,1,0,1,0,1
2896,1,0,0,1,0,0,0,1,0,1,0,1
2897,1,0,0,1,0,0,0,1,0,1,0,1
2898,0,0,0,1,0,0,0,0,0,0,0,0
2899,0,0,1,0,0,0,0,0,0,0,0,0
2900,0,0,0,1,0,0,0,1,0,0,0,0
2901,0,0,1,0,0,0,0,1,0,0,0,0
2902,0,0,0,1,0,0,0,0,0,0,0,0
2903,1,0,1,0,0,0,0,1,0,1,0,1
2904,1,0,1,0,0,0,0,1,0,0,1,0
2905,1,0,1,0,0,0,0,1,0,1,1,1
2906,1,0,1,0,0,0,0,0,0,0,0,0
2907,0,0,0,1,0,0,0,0,0,0,0,0
2908,1,0,0,1,0,0,0,0,0,1,0,1
2909,1,0,1,0,0,0,0,1,0,0,0,0
2910,0,0,1,0,0,0,0,0,0,0,0,0
2911,0,0,1,0,0,0,0,1,0,0,0,0
2912,1,0,0,1,0,0,1,1,0,1,0,1
2913,1,0,1,0,0,0,0,1,0,0,0,0
2914,0,0,1,0,0,0,0,0,0,0,0,1
2915,0,0,1,0,0,0,1,0,0,0,0,0
2916,1,0,1,0,0,0,0,0,0,1,0,1
2917,0,0,1,0,0,0,0,0,0,0,0,0
2918,1,0,0,1,0,0,1,1,0,1,0,1
2919,0,0,1,0,0,0,0,0,0,0,0,0
2920,1,0,0,1,0,0,0,1,0,1,0,1
2921,0,0,1,0,0,0,0,0,0,0,0,0
2922,1,0,0,1,0,0,0,1,0,0,0,1
2923,1,0,0,1,0,0,0,1,0,1,0,1
2924,1,0,1,0,0,0,1,1,0,0,0,0
2925,0,0,0,1,0,0,0,1,0,0,0,0
2926,1,0,1,0,0,0,0,0,0,0,0,1
2927,1,0,1,0,0,0,0,1,0,1,1,1
2928,1,0,0,1,0,0,0,0,0,1,0,1
2929,1,0,1,0,0,0,1,1,0,0,0,1
2930,1,0,0,1,0,0,0,1,0,1,0,1
2931,0,0,1,0,0,0,0,0,0,0,0,0
2932,1,0,1,0,0,0,0,1,0,0,0,0
2933,1,0,1,0,0,0,1,0,0,0,0,1
2934,0,0,1,0,0,0,0,0,0,0,0,0
2935,1,0,0,1,0,0,0,1,0,1,0,1
2936,1,0,0,1,0,0,0,1,0,0,0,1
2937,1,0,1,0,0,0,0,1,0,1,0,1
2938,1,0,0,1,0,0,0,0,0,0,0,1
2939,1,0,0,1,0,0,0,0,0,0,0,1
2940,0,0,1,0,0,0,0,0,0,0,0,0
2941,0,0,1,0,0,0,0,1,0,0,1,0
2942,1,0,1,0,0,0,0,1,0,0,0,0
2943,0,0,1,0,0,0,0,1,0,0,0,0
2944,0,0,1,0,0,0,0,0,0,0,0,0
2945,1,0,1,0,0,0,0,1,0,1,0,1
2946,1,0,1,0,0,0,0,1,0,1,0,1
2947,0,0,0,1,0,0,0,1,0,0,0,1
2948,1,0,1,0,0,0,1,0,0,1,0,1
2949,0,0,1,0,0,0,0,1,0,0,0,0
2950,1,0,0,1,0,0,1,1,0,1,0,1
