,Rank,isIP,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,Domain_http,LongURL,TinyURL,Label
470,0,0,1,0,0,0,0,1,0,0,0,0
471,1,0,1,0,0,0,1,0,0,0,0,0
472,1,0,1,0,0,0,0,0,0,0,1,0
473,1,0,1,0,0,0,0,1,0,0,0,0
474,0,0,1,0,0,0,0,1,0,0,0,0
475,1,0,1,0,0,0,0,1,0,0,0,1
476,1,0,1,0,0,0,0,1,0,1,0,1
477,1,0,1,0,0,0,0,0,0,0,0,0
478,1,0,1,0,0,0,1,1,0,1,0,0
479,1,0,1,0,0,0,1,1,0,1,0,1
480,1,0,1,0,0,0,0,0,0,0,0,0
481,1,0,0,1,0,0,1,1,0,1,0,1
482,1,0,1,0,0,0,0,1,0,0,0,0
483,0,0,0,1,0,0,0,0,0,0,0,0
484,1,0,1,0,0,0,0,0,0,0,0,0
485,1,0,0,1,0,0,0,1,0,1,0,1
486,1,0,0,1,0,0,0,0,0,0,0,1
487,0,0,0,1,0,0,0,1,0,0,0,1
488,0,0,0,1,0,0,0,0,0,0,0,0
489,0,0,1,0,0,0,0,0,0,0,0,0
490,1,0,1,0,0,0,0,1,0,1,0,0
491,1,0,1,0,0,0,0,1,0,0,0,1
492,0,0,1,0,0,0,1,0,0,0,1,1
493,0,0,1,0,0,0,0,1,0,0,0,0
494,1,0,0,1,0,0,0,0,0,1,0,1
495,0,0,1,0,0,0,0,1,0,1,0,0
496,1,0,1,0,0,0,0,0,0,0,0,1
497,1,0,1,1,0,0,0,1,0,1,0,1
498,1,0,0,1,0,0,0,1,0,1,0,1
499,1,0,0,1,0,0,1,1,0,1,0,1
500,1,0,1,0,0,0,0,1,0,0,0,0
501,0,0,1,0,0,0,0,1,0,0,0,0
502,0,0,1,0,0,0,0,1,0,0,1,0
503,0,0,1,0,0,0,1,1,0,1,0,1
504,1,0,0,1,0,0,0,0,0,1,0,1
505,1,0,1,0,0,0,1,0,0,0,0,0
506,0,0,0,1,0,0,0,0,0,0,0,0
507,1,0,0,1,0,0,0,1,0,0,0,0
508,0,0,1,0,0,0,0,0,0,0,0,0
509,1,0,1,0,0,0,0,0,0,0,0,0
510,1,0,0,1,0,0,0,0,0,0,0,1
511,1,0,1,0,0,0,0,1,0,0,0,1
512,1,0,0,1,0,0,0,1,0,0,0,0
513,1,0,1,0,0,0,0,0,0,0,0,0
514,0,0,1,0,0,0,0,1,0,0,0,1
515,1,0,0,1,0,0,1,0,0,1,0,1
516,1,0,0,1,0,0,0,0,0,1,0,1
517,1,0,1,0,0,0,0,1,0,0,0,0
518,1,0,1,0,0,0,1,0,0,1,0,1
519,0,0,0,1,0,0,0,1,0,0,0,0
520,1,0,1,0,0,0,0,0,0,0,0,1
521,1,0,0,1,0,0,1,0,0,0,0,1
522,1,0,1,0,0,0,0,0,0,0,0,1
523,1,0,1,0,0,0,0,1,0,0,0,0
524,1,0,0,1,0,0,0,1,0,0,0,0
525,0,0,1,0,0,0,0,0,0,1,0,0
526,1,0,0,1,0,0,0,1,0,0,0,1
527,1,0,1,0,0,0,0,1,0,0,0,1
